Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5371 | games   640 | time 1s/300s
step 3450 | loss 0.2654 | games 220800 | time 198s/300s
step 3460 | loss 0.2846 | games 221440 | time 199s/300s
step 3470 | loss 0.2601 | games 222080 | time 199s/300s
step 3480 | loss 0.3009 | games 222720 | time 200s/300s
step 3490 | loss 0.3185 | games 223360 | time 200s/300s
step 3500 | loss 0.3133 | games 224000 | time 201s/300s
step 3510 | loss 0.2864 | games 224640 | time 202s/300s
step 3520 | loss 0.3009 | games 225280 | time 202s/300s
step 3530 | loss 0.2840 | games 225920 | time 203s/300s
step 3540 | loss 0.2631 | games 226560 | time 203s/300s
step 3550 | loss 0.2342 | games 227200 | time 204s/300s
step 3560 | loss 0.2447 | games 227840 | time 204s/300s
step 3570 | loss 0.2448 | games 228480 | time 205s/300s
step 3580 | loss 0.2646 | games 229120 | time 206s/300s
step 3590 | loss 0.2533 | games 229760 | time 206s/300s
step 3600 | loss 0.2706 | games 230400 | time 207s/300s
step 3610 | loss 0.2711 | games 231040 | time 207s/300s
step 3620 | loss 0.2758 | games 231680 | time 208s/300s
step 3630 | loss 0.2481 | games 232320 | time 208s/300s
step 3640 | loss 0.2469 | games 232960 | time 209s/300s
step 3650 | loss 0.2802 | games 233600 | time 209s/300s
step 3660 | loss 0.2665 | games 234240 | time 210s/300s
step 3670 | loss 0.2652 | games 234880 | time 210s/300s
step 3680 | loss 0.2637 | games 235520 | time 211s/300s
step 3690 | loss 0.2475 | games 236160 | time 212s/300s
step 3700 | loss 0.2818 | games 236800 | time 212s/300s
step 3710 | loss 0.2720 | games 237440 | time 213s/300s
step 3720 | loss 0.2757 | games 238080 | time 213s/300s
step 3730 | loss 0.2833 | games 238720 | time 214s/300s
step 3740 | loss 0.2860 | games 239360 | time 214s/300s
step 3750 | loss 0.2847 | games 240000 | time 215s/300s
step 3760 | loss 0.2783 | games 240640 | time 215s/300s
step 3770 | loss 0.2516 | games 241280 | time 216s/300s
step 3780 | loss 0.2538 | games 241920 | time 217s/300s
step 3790 | loss 0.2652 | games 242560 | time 217s/300s
step 3800 | loss 0.2657 | games 243200 | time 218s/300s
step 3810 | loss 0.2818 | games 243840 | time 218s/300s
step 3820 | loss 0.2891 | games 244480 | time 219s/300s
step 3830 | loss 0.2923 | games 245120 | time 219s/300s
step 3840 | loss 0.3009 | games 245760 | time 220s/300s
step 3850 | loss 0.2939 | games 246400 | time 221s/300s
step 3860 | loss 0.2876 | games 247040 | time 221s/300s
step 3870 | loss 0.3122 | games 247680 | time 222s/300s
step 3880 | loss 0.2757 | games 248320 | time 222s/300s
step 3890 | loss 0.2441 | games 248960 | time 223s/300s
step 3900 | loss 0.2393 | games 249600 | time 223s/300s
step 3910 | loss 0.2576 | games 250240 | time 224s/300s
step 3920 | loss 0.2462 | games 250880 | time 225s/300s
step 3930 | loss 0.2699 | games 251520 | time 225s/300s
step 3940 | loss 0.2685 | games 252160 | time 226s/300s
step 3950 | loss 0.2719 | games 252800 | time 226s/300s
step 3960 | loss 0.2501 | games 253440 | time 227s/300s
step 3970 | loss 0.2515 | games 254080 | time 227s/300s
step 3980 | loss 0.2591 | games 254720 | time 228s/300s
step 3990 | loss 0.2797 | games 255360 | time 228s/300s
step 4000 | loss 0.2285 | games 256000 | time 229s/300s
step 4010 | loss 0.2496 | games 256640 | time 230s/300s
step 4020 | loss 0.2702 | games 257280 | time 230s/300s
step 4030 | loss 0.2965 | games 257920 | time 231s/300s
step 4040 | loss 0.3150 | games 258560 | time 232s/300s
step 4050 | loss 0.3114 | games 259200 | time 232s/300s
step 4060 | loss 0.2947 | games 259840 | time 233s/300s
step 4070 | loss 0.2957 | games 260480 | time 233s/300s
step 4080 | loss 0.2988 | games 261120 | time 234s/300s
step 4090 | loss 0.2625 | games 261760 | time 235s/300s
step 4100 | loss 0.2662 | games 262400 | time 235s/300s
step 4110 | loss 0.2724 | games 263040 | time 236s/300s
step 4120 | loss 0.2338 | games 263680 | time 236s/300s
step 4130 | loss 0.2539 | games 264320 | time 237s/300s
step 4140 | loss 0.2591 | games 264960 | time 237s/300s
step 4150 | loss 0.2724 | games 265600 | time 238s/300s
step 4160 | loss 0.2750 | games 266240 | time 239s/300s
step 4170 | loss 0.2893 | games 266880 | time 239s/300s
step 4180 | loss 0.2832 | games 267520 | time 240s/300s
