Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15 -> 0.02
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5230 | games   640 | time 1s/300s
step 3850 | loss 0.2482 | games 246400 | time 206s/300s
step 3860 | loss 0.3067 | games 247040 | time 207s/300s
step 3870 | loss 0.3356 | games 247680 | time 207s/300s
step 3880 | loss 0.2966 | games 248320 | time 208s/300s
step 3890 | loss 0.2926 | games 248960 | time 208s/300s
step 3900 | loss 0.3203 | games 249600 | time 209s/300s
step 3910 | loss 0.3129 | games 250240 | time 210s/300s
step 3920 | loss 0.2667 | games 250880 | time 210s/300s
step 3930 | loss 0.3060 | games 251520 | time 211s/300s
step 3940 | loss 0.3886 | games 252160 | time 212s/300s
step 3950 | loss 0.3626 | games 252800 | time 212s/300s
step 3960 | loss 0.3334 | games 253440 | time 213s/300s
step 3970 | loss 0.2847 | games 254080 | time 213s/300s
step 3980 | loss 0.3462 | games 254720 | time 214s/300s
step 3990 | loss 0.2190 | games 255360 | time 215s/300s
step 4000 | loss 0.1944 | games 256000 | time 215s/300s
step 4010 | loss 0.2044 | games 256640 | time 216s/300s
step 4020 | loss 0.2359 | games 257280 | time 216s/300s
step 4030 | loss 0.2740 | games 257920 | time 217s/300s
step 4040 | loss 0.2145 | games 258560 | time 217s/300s
step 4050 | loss 0.2356 | games 259200 | time 218s/300s
step 4060 | loss 0.2329 | games 259840 | time 218s/300s
step 4070 | loss 0.2699 | games 260480 | time 219s/300s
step 4080 | loss 0.3641 | games 261120 | time 219s/300s
step 4090 | loss 0.2810 | games 261760 | time 220s/300s
step 4100 | loss 0.2227 | games 262400 | time 220s/300s
step 4110 | loss 0.1808 | games 263040 | time 221s/300s
step 4120 | loss 0.1458 | games 263680 | time 221s/300s
step 4130 | loss 0.1542 | games 264320 | time 222s/300s
step 4140 | loss 0.2248 | games 264960 | time 222s/300s
step 4150 | loss 0.2042 | games 265600 | time 223s/300s
step 4160 | loss 0.1653 | games 266240 | time 223s/300s
step 4170 | loss 0.2682 | games 266880 | time 224s/300s
step 4180 | loss 0.2586 | games 267520 | time 224s/300s
step 4190 | loss 0.2048 | games 268160 | time 225s/300s
step 4200 | loss 0.2144 | games 268800 | time 225s/300s
step 4210 | loss 0.2509 | games 269440 | time 226s/300s
step 4220 | loss 0.2961 | games 270080 | time 226s/300s
step 4230 | loss 0.3244 | games 270720 | time 227s/300s
step 4240 | loss 0.3476 | games 271360 | time 227s/300s
step 4250 | loss 0.3187 | games 272000 | time 228s/300s
step 4260 | loss 0.3607 | games 272640 | time 229s/300s
step 4270 | loss 0.2866 | games 273280 | time 229s/300s
step 4280 | loss 0.3450 | games 273920 | time 230s/300s
step 4290 | loss 0.3278 | games 274560 | time 230s/300s
step 4300 | loss 0.2350 | games 275200 | time 231s/300s
step 4310 | loss 0.1738 | games 275840 | time 231s/300s
step 4320 | loss 0.2315 | games 276480 | time 232s/300s
step 4330 | loss 0.3348 | games 277120 | time 233s/300s
step 4340 | loss 0.3053 | games 277760 | time 233s/300s
step 4350 | loss 0.2805 | games 278400 | time 234s/300s
step 4360 | loss 0.3243 | games 279040 | time 235s/300s
step 4370 | loss 0.3771 | games 279680 | time 235s/300s
step 4380 | loss 0.3336 | games 280320 | time 236s/300s
step 4390 | loss 0.2805 | games 280960 | time 237s/300s
step 4400 | loss 0.2762 | games 281600 | time 237s/300s
step 4410 | loss 0.3379 | games 282240 | time 238s/300s
step 4420 | loss 0.3062 | games 282880 | time 238s/300s
step 4430 | loss 0.3404 | games 283520 | time 239s/300s
step 4440 | loss 0.3177 | games 284160 | time 239s/300s
step 4450 | loss 0.3328 | games 284800 | time 240s/300s
step 4460 | loss 0.2705 | games 285440 | time 241s/300s
step 4470 | loss 0.1112 | games 286080 | time 241s/300s
step 4480 | loss 0.3630 | games 286720 | time 242s/300s
step 4490 | loss 0.3476 | games 287360 | time 242s/300s
step 4500 | loss 0.4205 | games 288000 | time 243s/300s
step 4510 | loss 0.3991 | games 288640 | time 243s/300s
step 4520 | loss 0.2055 | games 289280 | time 244s/300s
step 4530 | loss 0.0440 | games 289920 | time 244s/300s
step 4540 | loss 0.0977 | games 290560 | time 245s/300s
step 4550 | loss 0.1036 | games 291200 | time 245s/300s
step 4560 | loss 0.1158 | games 291840 | time 245s/300s
step 4570 | loss 0.1551 | games 292480 | time 246s/300s
step 4580 | loss 0.2649 | games 293120 | time 246s/300s
step 4590 | loss 0.3430 | games 293760 | time 247s/300s
